,Title,Year,Genre,Plot,Kind,Gross,lemmatized_Plot
7605,Futbolilits,2011,"Drama, Sport","Features the inspiring quest of a group of kids who dreams of becoming football champions. Spiced up with interesting characters, it also explores the boundaries of true and genuine friendships and the exciting match-ups between the Futbolilits versus their greatest rival, the Razkulits.Written byAnonymous",tv,,"['feature', 'inspiring', 'quest', 'group', 'kid', 'dreams_become', 'football', 'champion', 'spice', 'interesting', 'character', 'also', 'explore', 'boundary', 'true', 'genuine', 'friendship', 'exciting', 'matchup', 'futbolilit', 'great', 'rival', 'razkulit']"
7608,One Percent Full,2007,"Action, Comedy, Drama","Frank Hopkins is a wealthy American MMA champion living in Honolulu. But Frank is unhappy. Despite the exotic cars, extravagant house, and beautiful women, he can always find something to complain about. His business partner Axel sends Frank to Manila, Philippines to promote their line of MMA products. Frank's pessimistic attitude irritates his bodyguard, Boy, and Boy's sister-in-law, Girly. But Frank's life is about to change when he is double-crossed, left penniless, and pursued by the police. Boy saves Frank by taking him to his home in the squatter area. But Axel sends a team of American martial arts experts to capture Frank in Manila. This formidable team is led by their guide Shaquille. Can a rich American survive in a Manila slum? Can he discover the secret to happiness there? Can he find love? ""Watch ONE PERCENT FULL---a wonderfully entertaining film for the whole family.""Written byAnonymous",movie,,"['frank', 'hopkin', 'wealthy', 'american', 'mma', 'champion', 'live', 'frank', 'unhappy', 'exotic', 'car', 'extravagant', 'house', 'beautiful', 'woman', 'always', 'find', 'complain', 'business', 'partner', 'axel', 'send', 'frank', 'manila', 'philippine', 'promote', 'line', 'mma', 'product', 'frank', 'pessimistic', 'attitude', 'irritate', 'bodyguard', 'boy', 'boy', 'sisterinlaw', 'girly', 'frank', 'life', 'change', 'doublecrosse', 'leave', 'penniless', 'pursue', 'police', 'boy', 'save', 'frank', 'taking', 'home', 'squatter', 'area', 'axel', 'send', 'team', 'american', 'martial_art', 'expert', 'capture', 'frank', 'manila', 'formidable', 'team', 'lead', 'guide', 'shaquille', 'rich', 'american', 'survive', 'manila', 'slum', 'discover', 'secret', 'happiness', 'find', 'love', 'watch', 'percent', 'fulla', 'wonderfully', 'entertaining', 'film', 'whole', 'family']"
7610,Wooly Booly: Ang classmate kong alien,1989,"Comedy, Sci-Fi","An alien was stranded on earth. A family took him and he requested to his superior from another planet to grant him with human appearance, but he only have 30 days to stay on earth and need to be back where he really came from.",movie,,"['alien', 'strand', 'earth', 'family', 'request', 'superior', 'planet', 'grant', 'human', 'appearance', 'day', 'stay', 'earth', 'need', 'back', 'really', 'come']"
7615,The Jun Labo Story,1986,Biography,Depiction of a world famous psychic healer from Baguio City.,movie,,"['depiction', 'world', 'famous', 'psychic', 'healer', 'baguio', 'city']"
7618,"Keng Leon, Keng Tigre (Ecu Tatakut, Keka Pa)",1965,"Action, Comedy, Music",Together they fight and love ending their troubles finding their love with songs and laughter.,movie,,"['together', 'fight', 'love', 'end', 'trouble', 'find', 'love', 'song', 'laughter']"
7622,Ransom,1974,"Action, Crime","Smashingly photographed, smartly acted, superbly directed and teeming with tension and pace and hair-standing ACTION. A gut-ripping motion picture depicting the heroic exploits of our lawmen against the rotten elements of the old society.",movie,,"['smashingly', 'photograph', 'smartly', 'act', 'superbly', 'direct', 'teem', 'tension', 'pace', 'hairstande', 'action', 'gutripping', 'depict', 'heroic', 'exploit', 'lawman', 'rotten', 'element', 'old', 'society']"
7628,Tondo Girl,1981,Drama,A YOUNG WOMAN FROM THE SLUMS DREAMS OF A GOOD LIFE OF MATERIAL PROSPERITY BUT REALIZES IN THE END THAT MONEY CANNOT GUARANTEE HAPPINESS.,movie,,"['young', 'woman', 'slum', 'dream', 'good', 'life', 'material', 'prosperity', 'realize', 'end', 'money', 'can_not', 'guarantee', 'happiness']"
7632,Ang tag-araw ni Twinkle,2013,Drama,"The rebellious Twinkle Marie's life is about to get turned on its head due to a visit from an, unbeknownst to her, biological father with secrets to share. Entering into a tailspin of drugs, sickness, and lies forces her to reevaluate and asses things, then ultimately deciding on what's truly important.Written byanonymous",movie,,"['rebellious', 'twinkle', 'mary', 'life', 'turn', 'head', 'due', 'visit', 'unbeknownst', 'biological', 'father', 'secret', 'share', 'enter', 'tailspin', 'drug', 'sickness', 'lie', 'force', 'reevaluate', 'ass', 'thing', 'ultimately', 'decide', 'what_s', 'truly', 'important']"
7636,Wako Wako,2012,"Adventure, Comedy, Fantasy","Wako Wako is a story of seven-year-old boy Muymuy (Yogo Singh), who yearns to make his father, a respected policeman, proud. His cowardly nature, however, prevents him from doing so. He will discover a magical creature and hell call it Wako. Wako-Wako fulfills all his wishes, but soon Muymuy discovers that every granted wish comes with a price. A mysterious lady named Dyosa Marishka (Ai-Ai de las Alas) finds Muymuy and tells him that Wako is an Arukan and that she is a goddess of wishes in need of help from the creature. The goddess needs to find seven people who will provide pure selfless wishes to save her kingdom and bring her back to power. In return, Wako helps Muymuy with his familys problems in this endearing tale of friendship and relations.",tv,,"['wako', 'wako', 'story', 'sevenyearold', 'boy', 'muymuy', 'yogo', 'singh', 'yearn', 'make', 'father', 'respect', 'policeman', 'proud', 'cowardly', 'nature', 'however', 'prevent', 'discover', 'magical', 'creature', 'hell', 'call', 'wako', 'wakowako', 'fulfill', 'wish', 'soon', 'muymuy', 'discover', 'grant', 'wish', 'come', 'price', 'mysterious', 'lady', 'name', 'la', 'alas', 'find', 'muymuy', 'tell', 'arukan', 'goddess', 'wish', 'help', 'creature', 'goddess', 'need', 'find', 'people', 'provide', 'pure', 'selfless', 'wish', 'save', 'kingdom', 'bring', 'back', 'power', 'return', 'help', 'familys', 'problem', 'endear', 'tale', 'friendship', 'relation']"
7637,Private Wars,1997,Documentary,"The filmmaker goes in search of his father, a former guerilla soldier who had walked out of the family a decade ago, and in the process discovers new things about himself, his family and the national legacy of war.",movie,,"['filmmaker', 'go', 'search', 'father', 'former', 'guerilla', 'soldier', 'walk', 'family', 'decade', 'ago', 'process', 'discover', 'new', 'thing', 'family', 'national', 'legacy', 'war']"
7640,Kahapon lamang,1959,Drama,"Four Stories: 1.""I'm a Fool to Want You"" - 2. ""My Rosary"" - 3. ""Danny Boy"" 4. ""Stardust"".",movie,,"['story', 'fool', 'want', 'rosary', 'danny', 'boy', 'stardust']"
7641,Tootsie Wootsie: Ang bandang walang atrasan,1990,Comedy,"Tom, Dick and Harry were falsely accused of killing a popular radio commentator and their girlfriends, Amy, Susie and Tessie were helping them prove their innocence.",movie,,"['dick', 'falsely', 'accuse', 'kill', 'popular', 'radio', 'commentator', 'girlfriend', 'susie', 'tessie', 'prove', 'innocence']"
7645,Pag-ibig ko'y awitin mo,1977,"Musical, Music, Drama",This is the story of a man and his music - of a girl and her golden voice - how long can they resist THE POWER OF LOVE?,movie,,"['story', 'man', 'music', 'girl', 'golden', 'voice', 'long', 'resist', 'power', 'love']"
7652,Anghel sa aking balikat,1965,"Drama, Thriller",If you are my angel why do you kill?,movie,,"['angel', 'kill']"
7653,All Together Now,2003,Comedy,"The story revolves around the three main casts: Mamboy (Johnny Delgado), owner of a boarding house in Malate. A jack-of-all-trades, master of none and a sports buff wannabe; DJ Blue/Tong (Christopher de Leon) who's forever at odds with his cousin Mamboy. He's a happy-go-lucky, forever a bachelor; while Edgie (Edgar Mortiz), dad of Tetet (Angel Locsin), owner of Laff-Laffan Bar and a boarder of Mamboy. Their wacky world becomes wackier when Rina (Pops Fernandez) enters the picture.Written byAnonymous",tv,,"['story', 'main', 'cast', 'mamboy', 'johnny', 'owner', 'boarding', 'house', 'master', 'none', 'sport', 'buff', 'wannabe', 'forever', 'odd', 'cousin', 'mamboy', 'he_s', 'forever', 'bachelor', 'edgie', 'edgar', 'mortiz', 'dad', 'tetet', 'angel_locsin', 'owner', 'lafflaffan', 'bar', 'boarder', 'mamboy', 'wacky', 'world', 'become', 'wacky', 'rina', 'pop', 'fernandez', 'enter', 'picture']"
7658,Doble kara,1978,"Action, Drama","Eddie, a hot-blooded cop, after surviving a fatal accident was forced to undergo plastic surgery and eventually faked his own death. He then assumed a new identity and planned to extract revenge to the people who made his life miserable.",movie,,"['eddie', 'hotblooded', 'cop', 'survive', 'fatal', 'accident', 'force', 'undergo', 'plastic', 'surgery', 'eventually', 'fake', 'death', 'assume', 'new', 'identity', 'plan', 'extract', 'revenge', 'people', 'make', 'life', 'miserable']"
7660,Maskarados,1964,Action,"The young Fernando Poe, Jr. joins forces with Bob Soler, Johnny Monteiro and Efren Reyes to help the beleaguered King (Oscar Keesee) from the evil plot of his brother (Lauro Delgado) out to overthrow him.",movie,,"['young', 'fernando_poe_jr', 'join', 'force', 'bob', 'soler', 'johnny', 'monteiro', 'efren', 'help', 'beleaguered', 'king', 'oscar', 'evil', 'plot', 'brother', 'lauro', 'overthrow']"
7663,Nardong kutsero,1969,"Action, Comedy, Sport",The king of the road with of rollicking frolicking adventures.,movie,,"['king', 'road', 'rollicking', 'frolic', 'adventure']"
7667,Soap Opera,2014,"Comedy, Drama, Family","A modus gone wrong, wherein a couple seduces foreigners to visit the Philippines with the promise of marriage to con them for their money. This is a comic drama about how a local soap opera brings the scheming couple and their foreign victim closer as they play family to support their sick son whose only relief is the fantasy world of Ramini, his favorite television hero.Written byanonymous",movie,,"['modus', 'go', 'wrong', 'wherein', 'couple', 'seduce', 'foreigner', 'visit', 'philippine', 'promise', 'marriage', 'con', 'money', 'comic', 'drama', 'local', 'soap_opera', 'scheme', 'couple', 'foreign', 'victim', 'close', 'play', 'family', 'support', 'sick', 'son', 'relief', 'fantasy', 'world', 'ramini', 'favorite', 'television', 'hero']"
7669,Kabalintunaan,2001,Short,A young man tells us time and again and how he imagines his faithful lover getting into various sexual encounters in order to detach himself from the man who takes care of him everyday.,movie,,"['young', 'man', 'tell', 'time', 'imagine', 'faithful', 'lover', 'get', 'various', 'sexual', 'encounter', 'detach', 'man', 'take', 'care', 'everyday']"
7672,D' Godson,1983,"Action, Comedy",A parody of the film The Godfather (1972). A young boy (Niño Muhlach) wants to follow the footsteps of his godfather as a mafia boss by imitating his actions and behavior.,movie,,"['parody', 'film', 'godfather', 'young', 'boy', 'follow', 'footstep', 'godfather', 'mafia', 'boss', 'imitate', 'action', 'behavior']"
7673,Sikreto ini,1984,"Action, Comedy","An action film (though majority of the cast are comedians) about two cops, Bong and Fidel, who were tasked to investigate a clandestine drug syndicate.",movie,,"['action', 'film', 'majority', 'cast', 'comedian', 'cop', 'bong', 'fidel', 'task', 'investigate', 'clandestine', 'drug', 'syndicate']"
7676,Wanted: Turong Ahas,1983,Action,"ELUSIVE AS A SNAKE, HE IS HOUNDED LIKE A FUGITIVE.",movie,,"['elusive', 'snake', 'hound', 'fugitive']"
7683,Sino'ng pipigil sa pagpatak ng ulan?,1979,Drama,"Rain starts to pour on Rene's (Robert Arevalo) smooth and sunny life when he went to Tokyo for a business trip and met the love of his life, a Japanese woman (Charo Santos) whose life was cut short after giving birth to her child Rene Gallardo Jr. (Jay Ilagan). On his most lonely flight back home together with little Rene, he met Cielo Martinez (Pilar Pilapil) who offers to complete the jigsaw puzzle of his life. Will it really solve the puzzle or will the rain just pour even harder not only on Rene's life but even more to his wife, Cielo and his presumed son, Rene Gallardo Jr.Written byRobert Arevalo",movie,,"['rain', 'start', 'pour', 'robert', 'arevalo', 'smooth', 'sunny', 'life', 'go', 'business', 'trip', 'meet', 'love', 'life', 'japanese', 'woman', 'life', 'cut', 'short', 'giving', 'birth', 'child', 'rene', 'ilagan', 'lonely', 'flight', 'back', 'home', 'together', 'little', 'rene', 'meet', 'pilar', 'offer', 'complete', 'jigsaw', 'puzzle', 'life', 'really', 'solve', 'puzzle', 'rain', 'pour', 'even', 'hard', 'life', 'even', 'wife', 'presume', 'son', 'rene', 'jr']"
7686,Hanggang sa dulo ng daigdig,1958,"Drama, Romance",Best picture made in 1958 and won 6 Famas Awards that year in the Philippines,movie,,"['good', 'picture', 'make', 'famas', 'award', 'year', 'philippine']"
7687,Haw-Ang,2007,Drama,"Set in the majestic rice terraces, Haw-Ang (English title: Before Harvest) is an indie film advocating children's right to quality education, empowerment of women, and welfare of our indigenous countrymen. It tells the story of Sister Adel, a light-hearted young nun who goes to a farming village in Ifugao to teach catechism and eventually build a schoolhouse. As she breaks the traditions of the tribe, she makes a big difference in the little lives of its people, especially that of Dacmay, a seven-year-old rowdy girl in search of her lost mother's love. At the same time, Sister Adel finally discovers her real mission in life. This is a poignant story of friendship and love that transcends age, culture, and belief. A tale that is at times comic and inevitably tragic, this is a film about being a woman, and more importantly, being human. It all begins at the time of preparing rice paddies for planting, in that season of hopes and dreams called ""haw-ang.""Written byAnonymous",movie,,"['set', 'majestic', 'rice', 'terrace', 'english', 'title', 'harvest', 'indie', 'film', 'advocate', 'children', 'right', 'quality', 'education', 'empowerment', 'woman', 'welfare', 'indigenous', 'countryman', 'tell', 'story', 'sister', 'lighthearted', 'young', 'nun', 'go', 'farming', 'village', 'ifugao', 'teach', 'catechism', 'eventually', 'build', 'schoolhouse', 'break', 'tradition', 'tribe', 'make', 'big', 'difference', 'little', 'live', 'people', 'especially', 'sevenyearold', 'rowdy', 'girl', 'search', 'lose', 'mother', 'love', 'time', 'sister', 'finally', 'discover', 'real', 'mission', 'life', 'poignant', 'story', 'friendship', 'love', 'transcend', 'age', 'culture', 'belief', 'tale', 'time', 'comic', 'inevitably', 'tragic', 'film', 'woman', 'importantly', 'human', 'begin', 'time', 'prepare', 'rice', 'paddy', 'plant', 'season', 'hope', 'dream', 'call', 'hawang']"
